# 
# This is the dataset for a time series observation of the star
# PG1605+072 at 17.05.2001 in the R-band
# 
# The 1st column are time information in seconds,
# the 2nd column contain the brightness in mmag
#     
1.542932100000000093e+06 4.151355300506997423e+02
1.542983949999999953e+06 4.671982089539675940e+02
1.543057500000000000e+06 4.930114929719056818e+02
1.543106899999999907e+06 4.973147512379988484e+02
1.543157000000000000e+06 4.848395162573115158e+02
1.543206899999999907e+06 4.290512737892793780e+02
1.543256899999999907e+06 3.950367692781894107e+02
1.543306899999999907e+06 3.923339373646653598e+02
1.543357000000000000e+06 4.084765755079768041e+02
1.543406949999999953e+06 4.472695825539888119e+02
1.543457000000000000e+06 4.734221753214861224e+02
1.543506899999999907e+06 4.879348539136396994e+02
1.543557000000000000e+06 5.053675267512973619e+02
1.543606899999999907e+06 4.945361545410232793e+02
1.543656899999999907e+06 4.618265431695313055e+02
1.543707000000000000e+06 4.134749063439061274e+02
1.543756899999999907e+06 3.900246109791655726e+02
1.543807800000000047e+06 3.926701426413299032e+02
1.543857899999999907e+06 4.284300057324636555e+02
1.543908000000000000e+06 4.597187931987400589e+02
1.543957899999999907e+06 4.900828401015729696e+02
1.544007899999999907e+06 4.943533750318376292e+02
1.544058000000000000e+06 4.907778837854576750e+02
1.544108000000000000e+06 4.742167688671877386e+02
1.544157899999999907e+06 4.321506962435222476e+02
1.544207899999999907e+06 3.991847109518858474e+02
1.544257800000000047e+06 3.868794014287410050e+02
1.544308000000000000e+06 4.261059571147860083e+02
1.544357899999999907e+06 4.555980464886039272e+02
1.544407899999999907e+06 4.744784231647833508e+02
1.544457899999999907e+06 4.834890391651189816e+02
1.544508000000000000e+06 4.673283325934723393e+02
1.544557899999999907e+06 4.649958955761429138e+02
1.544608699999999953e+06 4.479795891314569189e+02
1.544658000000000000e+06 4.266654188374449745e+02
1.544707899999999907e+06 4.162913507435505380e+02
1.544757899999999907e+06 4.285266894153208455e+02
1.544808000000000000e+06 4.541194522278627801e+02
1.544857899999999907e+06 4.622193222248689040e+02
1.544907899999999907e+06 4.718023555131009630e+02
1.544958000000000000e+06 4.674402321188105702e+02
1.545007899999999907e+06 4.591847936154396166e+02
1.545058300000000047e+06 4.519743077617049494e+02
1.545107899999999907e+06 4.422594427676078794e+02
1.545157899999999907e+06 4.360307643617539384e+02
1.545207899999999907e+06 4.294852123332196925e+02
1.545257899999999907e+06 4.408598381469246874e+02
1.545308000000000000e+06 4.470859478284718875e+02
1.545357899999999907e+06 4.625718054453770947e+02
1.545408000000000000e+06 4.586768987566613873e+02
1.545458000000000000e+06 4.595361873960054595e+02
1.545508000000000000e+06 4.446466480409880546e+02
1.545557899999999907e+06 4.497078366210685658e+02
1.545607800000000047e+06 4.246158734270927084e+02
1.545658000000000000e+06 4.394753799611968930e+02
1.545707899999999907e+06 4.214202819668711868e+02
1.545757899999999907e+06 4.334759545723577503e+02
1.545807899999999907e+06 4.661398836678768589e+02
1.545858399999999907e+06 4.800363213962530722e+02
1.545908000000000000e+06 4.727047939503291900e+02
1.545958000000000000e+06 4.573933486674430924e+02
1.546008000000000000e+06 4.571993129738758626e+02
1.546058000000000000e+06 4.639330738192318222e+02
1.546108000000000000e+06 4.401244197838375385e+02
1.546158000000000000e+06 4.223100112068568137e+02
1.546208000000000000e+06 4.289221071440318838e+02
1.546258000000000000e+06 4.446634392345873721e+02
1.546308800000000047e+06 4.837267242937164156e+02
1.546358899999999907e+06 4.853967605588612741e+02
1.546408899999999907e+06 4.728464917023266594e+02
1.546458949999999953e+06 4.599781748328970252e+02
1.546509000000000000e+06 4.544190133652969052e+02
1.546558899999999907e+06 4.356596572556778710e+02
1.546609000000000000e+06 4.176307051432665389e+02
1.546659000000000000e+06 3.973257809143495933e+02
1.546709000000000000e+06 4.256888753285981011e+02
1.546759000000000000e+06 4.652532488939755808e+02
1.546809000000000000e+06 4.974970578127605449e+02
1.546959000000000000e+06 4.571989746048549819e+02
1.547009000000000000e+06 4.333358236151186134e+02
1.547059000000000000e+06 3.992554006834530469e+02
1.547109699999999953e+06 3.913371626088762127e+02
1.547159000000000000e+06 4.114966543226612430e+02
1.547209000000000000e+06 4.424216995120434603e+02
1.547259000000000000e+06 4.851165313410047020e+02
1.547308899999999907e+06 5.085769388857702893e+02
1.547359000000000000e+06 5.180098612546560162e+02
1.547508899999999907e+06 4.394203231327961703e+02
1.547864500000000000e+06 5.033830509707692045e+02
1.547914949999999953e+06 4.707735729284829631e+02
1.547965000000000000e+06 4.194127118349913985e+02
1.548015000000000000e+06 3.959192173625215787e+02
1.548065000000000000e+06 3.909879013636688683e+02
1.548115000000000000e+06 3.816714333451056973e+02
1.548165000000000000e+06 4.154569662195861497e+02
1.548215000000000000e+06 4.941223055304761829e+02
1.548265399999999907e+06 6.172888641572028519e+02
1.549848550000000047e+06 4.942777345039589250e+02
1.549898300000000047e+06 4.514593574839421422e+02
1.549947899999999907e+06 3.991893272556441161e+02
1.549997949999999953e+06 3.922384912084213511e+02
1.550048000000000000e+06 4.039319513831626409e+02
1.550902800000000047e+06 4.210460116531755261e+02
1.550953699999999953e+06 3.993129540877998807e+02
1.551002899999999907e+06 4.279778348596181559e+02
1.551911100000000093e+06 4.173893290626259613e+02
